Portfolio Manager,Month,Year,Table Index,Clients (Domestic PF/EPFO),Clients (Domestic Corporates),Clients (Domestic Non-Corporates),Clients (Foreign Non-Residents),Clients (Foreign FPI),Clients (Foreign Others),AUM (Domestic PF/EPFO),AUM (Domestic Corporates),AUM (Domestic Non-Corporates),AUM (Foreign Non-Residents),AUM (Foreign FPI),AUM (Foreign Others),Clients (Total),AUM (Total)
1729 ADVISORS LLP,January,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,January,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,January,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,January,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,January,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,January,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,January,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,January,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,January,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,January,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,January,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,January,2024,Table 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,January,2024,Table 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,January,2024,Table 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,January,2024,Table 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,January,2024,Table 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,January,2024,Table 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,January,2024,Table 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,January,2024,Table 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,January,2024,Table 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,January,2024,Table 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,January,2024,Table 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,January,2024,Table 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,January,2024,Table 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,January,2024,Table 8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,January,2024,Table 8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,January,2024,Table 8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,January,2024,Table 9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,January,2024,Table 9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,January,2024,Table 9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,January,2024,Table 10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,January,2024,Table 10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,January,2024,Table 12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,January,2024,Table 12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,January,2024,Table 13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,January,2024,Table 13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,January,2024,Table 13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,January,2024,Table 15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,January,2024,Table 15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,January,2024,Table 16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,January,2024,Table 16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,January,2024,Table 16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,January,2024,Table 16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,January,2024,Table 16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,January,2024,Table 16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,January,2024,Table 16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,February,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,February,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,February,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,February,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,February,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,February,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,February,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,February,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,February,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,February,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,February,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,February,2024,Table 2,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
1729 ADVISORS LLP,February,2024,Table 2,0.0,0.52,1.97,0.0,0.0,0.0,2.49,0.0,0.0,0.0,0.0,0.0,2.49,2.49
1729 ADVISORS LLP,February,2024,Table 3,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49,2.49,0.0
1729 ADVISORS LLP,February,2024,Table 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,February,2024,Table 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,February,2024,Table 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,February,2024,Table 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,February,2024,Table 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,February,2024,Table 5,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
1729 ADVISORS LLP,February,2024,Table 5,0.0,0.52,1.97,0.0,0.0,0.0,2.49,0.0,0.0,0.0,0.0,0.0,2.49,2.49
1729 ADVISORS LLP,February,2024,Table 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,February,2024,Table 7,2.5,0.0,2.5,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1729 ADVISORS LLP,February,2024,Table 7,2.5,0.0,2.5,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1729 ADVISORS LLP,February,2024,Table 8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,February,2024,Table 8,0.0,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49,0.0
1729 ADVISORS LLP,February,2024,Table 8,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0
1729 ADVISORS LLP,February,2024,Table 9,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49,0.0
1729 ADVISORS LLP,February,2024,Table 9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,February,2024,Table 9,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49,0.0
1729 ADVISORS LLP,February,2024,Table 10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,February,2024,Table 10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,February,2024,Table 12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,February,2024,Table 12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,February,2024,Table 13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,February,2024,Table 13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,February,2024,Table 13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,February,2024,Table 15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,February,2024,Table 15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,February,2024,Table 16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,February,2024,Table 16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,February,2024,Table 16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,February,2024,Table 16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,February,2024,Table 16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,February,2024,Table 16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,February,2024,Table 16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,March,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,March,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,March,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,March,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,March,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,March,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,March,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,March,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,March,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,March,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,March,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,March,2024,Table 2,0.0,1.0,7.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0
1729 ADVISORS LLP,March,2024,Table 2,0.0,0.46,6.85,0.0,0.0,0.0,7.3,0.0,0.0,0.0,0.0,0.0,7.31,7.3
1729 ADVISORS LLP,March,2024,Table 3,7.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,7.3,7.29,0.01
1729 ADVISORS LLP,March,2024,Table 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,March,2024,Table 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,March,2024,Table 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,March,2024,Table 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,March,2024,Table 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,March,2024,Table 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,March,2024,Table 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,March,2024,Table 5,0.0,1.0,7.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0
1729 ADVISORS LLP,March,2024,Table 5,0.0,0.46,6.85,0.0,0.0,0.0,7.3,0.0,0.0,0.0,0.0,0.0,7.31,7.3
1729 ADVISORS LLP,March,2024,Table 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,March,2024,Table 7,5.49,0.0,5.49,7.99,0.0,7.99,0.0,0.0,0.0,0.0,0.0,0.0,26.96,0.0
1729 ADVISORS LLP,March,2024,Table 7,5.49,0.0,5.49,7.99,0.0,7.99,0.0,0.0,0.0,0.0,0.0,0.0,26.96,0.0
1729 ADVISORS LLP,March,2024,Table 8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,March,2024,Table 8,0.0,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,0.0
1729 ADVISORS LLP,March,2024,Table 8,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0
1729 ADVISORS LLP,March,2024,Table 9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,March,2024,Table 9,7.3,-11.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.72,0.0,0.0,-4.11,-10.72
1729 ADVISORS LLP,March,2024,Table 9,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,0.0,0.0,0.86,1.83
1729 ADVISORS LLP,March,2024,Table 10,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0
1729 ADVISORS LLP,March,2024,Table 11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,March,2024,Table 11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,March,2024,Table 13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,March,2024,Table 13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,March,2024,Table 14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,March,2024,Table 14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,March,2024,Table 14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,March,2024,Table 16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,March,2024,Table 16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,March,2024,Table 17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,March,2024,Table 17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,March,2024,Table 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,March,2024,Table 19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,March,2024,Table 19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,March,2024,Table 19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,March,2024,Table 19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,March,2024,Table 19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,March,2024,Table 19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,March,2024,Table 19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,March,2024,Table 19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,April,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,April,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,April,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,April,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,April,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,April,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,April,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,April,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,April,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,April,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,April,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,April,2024,Table 2,0.0,3.0,23.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0
1729 ADVISORS LLP,April,2024,Table 2,0.0,7.99,34.8,0.0,0.0,0.0,42.78,0.0,0.0,0.0,0.0,0.0,42.79,42.78
1729 ADVISORS LLP,April,2024,Table 3,41.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,42.78,41.42,1.36
1729 ADVISORS LLP,April,2024,Table 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,April,2024,Table 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,April,2024,Table 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,April,2024,Table 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,April,2024,Table 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,April,2024,Table 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,April,2024,Table 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,April,2024,Table 5,0.0,3.0,23.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0
1729 ADVISORS LLP,April,2024,Table 5,0.0,7.99,34.8,0.0,0.0,0.0,42.78,0.0,0.0,0.0,0.0,0.0,42.79,42.78
1729 ADVISORS LLP,April,2024,Table 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,April,2024,Table 7,32.86,0.0,32.86,32.86,0.0,32.86,0.0,0.0,0.0,0.0,0.0,0.0,131.44,0.0
1729 ADVISORS LLP,April,2024,Table 7,32.86,0.0,32.86,32.86,0.0,32.86,0.0,0.0,0.0,0.0,0.0,0.0,131.44,0.0
1729 ADVISORS LLP,April,2024,Table 8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729 ADVISORS LLP,April,2024,Table 8,0.0,14.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.64,0.0
1729 ADVISORS LLP,April,2024,Table 8,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0
