Portfolio Manager,Month,Year,Table Index,Clients (Domestic PF/EPFO),Clients (Domestic Corporates),Clients (Domestic Non-Corporates),Clients (Foreign Non-Residents),Clients (Foreign FPI),Clients (Foreign Others),AUM (Domestic PF/EPFO),AUM (Domestic Corporates),AUM (Domestic Non-Corporates),AUM (Foreign Non-Residents),AUM (Foreign FPI),AUM (Foreign Others),Clients (Total),AUM (Total)
2POINT2 CAPITAL ADVISORS LLP,October,2019,Table 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,October,2019,Table 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,October,2019,Table 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,October,2019,Table 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,October,2019,Table 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,October,2019,Table 6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,October,2019,Table 6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,October,2019,Table 6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,October,2019,Table 6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,October,2019,Table 6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,October,2018,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,October,2018,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,October,2018,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,October,2018,Table 1,0.0,164.0,51.47,0.0,0.0,0.0,0.0,5.97,0.4,57.84,0.0,0.0,215.47,64.21000000000001
2POINT2 CAPITAL ADVISORS LLP,October,2018,Table 1,0.0,11.0,3.58,0.0,0.0,0.0,0.0,0.48,0.13,4.19,0.0,0.0,14.58,4.800000000000001
2POINT2 CAPITAL ADVISORS LLP,October,2018,Table 1,0.0,15.0,9.84,0.0,0.0,0.0,0.0,0.58,0.04,10.46,0.0,0.0,24.84,11.08
2POINT2 CAPITAL ADVISORS LLP,October,2018,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,October,2018,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,October,2018,Table 2,6.33,0.087,-0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.287,0.0
2POINT2 CAPITAL ADVISORS LLP,October,2018,Table 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,October,2018,Table 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,October,2018,Table 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,October,2018,Table 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,October,2018,Table 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,October,2018,Table 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,October,2018,Table 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,October,2018,Table 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,October,2018,Table 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,October,2018,Table 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,October,2018,Table 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,October,2018,Table 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,October,2018,Table 6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,October,2018,Table 6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,October,2018,Table 6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,October,2018,Table 6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,October,2018,Table 6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 2,0.0,68.0,613.0,53.0,0.0,0.0,734.0,0.0,0.0,0.0,0.0,0.0,734.0,734.0
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 2,0.0,233.88,952.3,129.84,0.0,0.0,1316.02,0.0,0.0,0.0,0.0,0.0,1316.0199999999998,1316.02
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 3,1214.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.59,35.26,1316.02,1214.17,101.85
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 5,0.0,68.0,613.0,53.0,0.0,0.0,734.0,0.0,0.0,0.0,0.0,0.0,734.0,734.0
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 5,0.0,233.88,952.3,129.84,0.0,0.0,1316.02,0.0,0.0,0.0,0.0,0.0,1316.0199999999998,1316.02
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 7,8.91,20.1,-11.19,113.86,163.64,-49.78,0.0,0.0,0.0,0.0,0.0,0.0,245.54,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 7,8.91,20.1,-11.19,113.86,163.64,-49.78,0.0,0.0,0.0,0.0,0.0,0.0,245.54,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 8,0.0,84.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.61,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 8,0.0,91.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.15,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 8,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 9,1316.02,-3.79,-2.11,8.11,9.75,25.77,18.64,23.75,22.21,20.37,0.0,0.0,1353.75,84.97
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 9,0.0,0.06,-4.44,7.87,27.01,20.04,16.85,21.92,19.58,16.13,0.0,0.0,50.54,74.48
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 10,0.07,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6799999999999999,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2024,Table 19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2023,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2023,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2023,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2023,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2023,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2023,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2023,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2023,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2023,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2023,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2023,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2023,Table 2,0.0,58.0,551.0,45.0,0.0,0.0,654.0,0.0,0.0,0.0,0.0,0.0,654.0,654.0
2POINT2 CAPITAL ADVISORS LLP,November,2023,Table 2,0.0,231.06,859.98,108.77,0.0,0.0,1199.81,0.0,0.0,0.0,0.0,0.0,1199.81,1199.81
2POINT2 CAPITAL ADVISORS LLP,November,2023,Table 3,1033.78,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.25,43.1,1199.81,1036.46,163.35
2POINT2 CAPITAL ADVISORS LLP,November,2023,Table 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2023,Table 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2023,Table 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2023,Table 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2023,Table 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2023,Table 5,0.0,58.0,551.0,45.0,0.0,0.0,654.0,0.0,0.0,0.0,0.0,0.0,654.0,654.0
2POINT2 CAPITAL ADVISORS LLP,November,2023,Table 5,0.0,231.06,859.98,108.77,0.0,0.0,1199.81,0.0,0.0,0.0,0.0,0.0,1199.81,1199.81
2POINT2 CAPITAL ADVISORS LLP,November,2023,Table 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2023,Table 7,16.61,26.36,-9.75,168.79,61.99,106.8,0.0,0.0,0.0,0.0,0.0,0.0,370.8,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2023,Table 7,16.61,26.36,-9.75,168.79,61.99,106.8,0.0,0.0,0.0,0.0,0.0,0.0,370.8,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2023,Table 8,0.0,38.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.58,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2023,Table 8,0.0,24.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.29,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2023,Table 8,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2023,Table 9,1199.81,8.61,44.14,0.03,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1253.02,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2023,Table 9,0.0,7.06,13.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2023,Table 9,1199.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1199.81,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2023,Table 10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2023,Table 10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2023,Table 12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2023,Table 12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2023,Table 13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2023,Table 13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2023,Table 13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2023,Table 15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2023,Table 15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2023,Table 16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2023,Table 16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2023,Table 16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2023,Table 16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2023,Table 16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2023,Table 16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2023,Table 16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2022,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2022,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2022,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2022,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2022,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2022,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2022,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2022,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2022,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2022,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2022,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2022,Table 2,0.0,50.0,478.0,38.0,0.0,0.0,566.0,0.0,0.0,0.0,0.0,0.0,566.0,566.0
2POINT2 CAPITAL ADVISORS LLP,November,2022,Table 2,0.0,135.76,498.9,78.98,0.0,0.0,713.64,0.0,0.0,0.0,0.0,0.0,713.64,713.64
2POINT2 CAPITAL ADVISORS LLP,November,2022,Table 3,704.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,9.05,713.64,704.32,9.32
2POINT2 CAPITAL ADVISORS LLP,November,2022,Table 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2022,Table 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2022,Table 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2022,Table 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2022,Table 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2POINT2 CAPITAL ADVISORS LLP,November,2022,Table 5,0.0,50.0,478.0,38.0,0.0,0.0,566.0,0.0,0.0,0.0,0.0,0.0,566.0,566.0
2POINT2 CAPITAL ADVISORS LLP,November,2022,Table 5,0.0,135.76,498.9,78.98,0.0,0.0,713.64,0.0,0.0,0.0,0.0,0.0,713.64,713.64
